"Roberts PC","2007","The Evolution of Ancient Greek Sculpture: A Comparative Study","Sculpture Journal","20","2","123-145","FALSE","","","",""
"Davis EJ","2005","The Role of Architecture in Ancient Egyptian Society","Architectural History Review","23","4","345-367","FALSE","","","",""
"Turner RB","2002","Ancient Greek Drama: Origins,Themes and Influence","Theater Studies Journal","13","3","209-225","FALSE","","","",""
"Thompson MD","2008","Ancient Chinese Mathematics: The Development of Algebra","Journal of Mathematics History","32","4","357-379","FALSE","","","",""
"Mitchell PA","2004","The Influence of Ancient Roman Athletics on Modern Sports","Journal of Sports History","18","1","21-44","FALSE","","","",""
"Collins GL","2006","The Evolution of Ancient Indian Architecture: A Comparative Analysis","Architectural Review","19","2","153-175","FALSE","","","",""
"Adams TB","2003","Ancient Greek Philosophy: The Search for Knowledge","Philosophy Studies","16","4","297-319","FALSE","","","",""
"Kelly SE","2005","Ancient Chinese Agriculture: Innovations and Techniques","Agricultural Studies","22","1","35-58","FALSE","","","",""
"Thompson AM","2001","The Role of Ancient Roman Sculpture in Propaganda","Journal of Art History","14","3","201-223","FALSE","","","",""
"Davis GR","2007","Ancient Egyptian Medicine: Diagnosis and Treatment Methods","Journal of Medical History","29","2","137-159","FALSE","","","",""
"Roberts LK","2009","The Influence of Ancient Greek Drama on Western Literature","Theater Studies Journal","22","3","189-207","FALSE","","","",""
"Mitchell EM","2002","Ancient Indian Astronomy: The Study of Celestial Phenomena","Journal of Astronomy","11","2","123-145","FALSE","","","",""
"Walker SD","2008","Ancient Egyptian Mathematics: Contributions to Mathematical Development","Journal of Mathematics History","21","2","123-145","FALSE","","","",""
"Anderson TA","2004","The Evolution of Ancient Greek Music: Instruments and Styles","Journal of Musicology","17","4","321-341","FALSE","","","",""
"Lewis JR","2006","The Role of Ancient Chinese Philosophy in Social and Political Systems","Philosophy Studies","19","2","153-175","FALSE","","","",""
"Carter ML","2001","The Influence of Ancient Roman Poetry on Western Literature","Poetry Review","18","3","187-205","FALSE","","","",""
"Mitchell GJ","2005","Astronomy and Astrology in Ancient Indian Society","Journal of Ancient History","18","4","321-343","FALSE","","","",""
"Bennett KS","2003","Ancient Greek Medicine: Contributions to the Field of Pharmacology","Journal of Medical History","24","3","199-217","FALSE","","","",""
"Thompson CA","2007","The Role of Architecture in Ancient Roman Society","Architectural History Review","15","3","221-243","FALSE","","","",""
"Blackwell AB","2009","Agricultural Practices in Ancient Mesopotamia","Journal of Ancient History","34","2","123-145","FALSE","","","",""
"Carter RD","2012","The Development of Navigation Techniques in Ancient Egypt","Ancient Science Review","58","1","12-34","FALSE","","","",""
"Davies NK, Johnson LJ","2015","Medicinal Plants Used in Ancient Greece: A Comprehensive Review","Journal of Ancient Medicine","79","4","214-232","FALSE","","","",""
"Evans MJ","2011","Astronomy in Ancient China: Observations and Theories","Journal of Eastern Science","23","3","187-204","FALSE","","","",""
"Foster RP","2017","Architectural Advancements in the Roman Empire: A Comparative Study","Journal of Ancient Architecture","12","2","65-80","FALSE","","","",""
"Gibson SL, Harris JM","2013","Iron Smelting Techniques in Ancient Africa: Innovation and Diffusion","Ancient Metallurgy Research","45","1","56-76","FALSE","","","",""
"Hines SC","2016","Understanding Ancient DNA: Challenges and Applications in Historical Genetics","Genetic Research Journal","71","3","178-193","FALSE","","","",""
"Irving RM","2014","Ancient Greek Geometry: The Link between Mathematics and Architecture","Journal of Mathematical History","39","4","321-341","FALSE","","","",""
"Jacobs EG, Kelly MA","2018","Ancient Roman Medicine: A Review of Medical Practices and Treatments","Journal of Ancient Medicine","83","2","101-119","FALSE","","","",""
"Keller JC, Lewis RH","2019","The Evolution of Ancient Maritime Trading Routes in the Indian Ocean","Journal of Maritime History","56","1","23-40","FALSE","","","",""
"Lewis TS","2010","Ancient Egyptian Engineering: Masterpieces of Monumental Architecture","Journal of Archaeological Studies","29","3","167-185","FALSE","","","",""
"Mason GR","2015","The Role of Animal Domestication in Ancient Agriculture: A Comparative Study","Journal of Ancient Agriculture","77","4","252-271","FALSE","","","",""
"Nelson SR","2012","The Origins of Pyrotechnics in Ancient China","Journal of Ancient Chemistry","53","2","87-104","FALSE","","","",""
"O'Connor LM, Patel SH","2013","Ancient Indian Mathematics: Contributions and Influence on Modern Mathematics","Mathematical Journal","62","3","178-194","FALSE","","","",""
"Peck KA, Reed LF","2018","Textile Production in Ancient Mesoamerica: Technological Advancements and Cultural Significance","Ancient Textile Studies","41","1","34-51","FALSE","","","",""
"Quinn RA, Riley TJ","2017","Ancient Greek Medicine: The Role of Hippocrates in Establishing Medical Ethics","Journal of Medical History","72","2","98-112","FALSE","","","",""
"Ray WT","2016","Astronomical Observations in Ancient Babylon: Contributions to Celestial Mechanics","Astrological Journal","44","4","235-251","FALSE","","","",""
"Schmidt PM","2013","The Rise of Mechanical Devices in Ancient Rome: Contributions to Engineering","Journal of Ancient Technology","55","1","65-82","FALSE","","","",""
"Taylor KL","2014","Ancient Persian Medicinal Practices: A Comprehensive Study","Journal of Ancient Medicine","67","3","143-160","FALSE","","","",""
"Underwood RE","2010","The Use of Dendrochronology in Dating Ancient Wooden Structures","Journal of Archaeological Science","39","4","301-319","FALSE","","","",""
"Wilson AM","2012","Ancient Egyptian Mathematics: Numerical Notations and Mathematical Techniques","Journal of Mathematical History","47","2","89-105","FALSE","","","",""
"Adams JR, Baker EK","2019","The Development and Impact of Early Greek Philosophy on Ancient Scientific Thought","Greek Studies Journal","51","1","42-59","FALSE","","","",""
"Bowman GE","2018","Advances in Ancient Roman Aqueduct Engineering: A Comparative Analysis","Journal of Water Infrastructure","64","3","154-170","FALSE","","","",""
"Campbell MG, Davis CL","2015","The Concept of Time in Ancient Egyptian Astronomy","Journal of Ancient Astronomy","78","2","87-103","FALSE","","","",""
"Dickinson JM","2016","Ancient Mayan Agricultural Techniques: Sustainable Farming Practices","Journal of Sustainable Agriculture","50","4","208-224","FALSE","","","",""
"Ellis AR","2011","Ancient Greek Mathematics and the Pythagorean Theorem","Greek Mathematical Review","36","3","178-194","FALSE","","","",""
"Francis RK, Gill SL","2017","Ancient Egyptian Medicine: An Overview of Healing Techniques and Practices","Journal of Ancient Medicine","73","1","42-58","FALSE","","","",""
"Gibson GM","2019","The Impact of Ancient Greek Philosophy on Modern Science","Greek Philosophical Review","66","3","145-162","FALSE","","","",""
"Hill PD","2012","Ancient Mesopotamian Medicine: A Comprehensive Study","Journal of Ancient Medicine","56","2","123-140","FALSE","","","",""
"Inman DB, Johnson RF","2014","Advances in Ancient Greek Astronomy: Theories and Observations","Journal of Ancient Astronomy","41","4","217-231","FALSE","","","",""
"Jenkins LE, Kelly MJ","2017","Ancient Roman Architecture: Innovations in Structural Engineering","Journal of Roman Studies","82","2","98-114","FALSE","","","",""
"Kline JC","2013","Mathematics in Ancient Mesopotamia: A Comprehensive Overview","Journal of Ancient Mathematics","59","3","187-204","FALSE","","","",""
"Larson SF","2015","The Evolution of Ancient Chinese Medicine: Traditional Practices and Modern Applications","Journal of Ancient Medicine","69","1","56-72","FALSE","","","",""
"Michaels MJ, Newton LC","2019","Sculpting Techniques in Ancient Greece: An Artistic and Scientific Study","Journal of Ancient Art","36","3","187-203","FALSE","","","",""
"Nicholson RL","2011","Ancient Egyptian Astronomy: Observational Techniques and Celestial Mapping","Ancient Astronomy Research","46","2","123-138","FALSE","","","",""
"O'Donnell DH","2013","The Role of Ancient Indian Mathematics in Early Calculus Development","Journal of Mathematical History","39","3","198-215","FALSE","","","",""
"Parker EB, Quinn JT","2016","Ancient Greek Medicine: Innovations in Surgical Techniques","Journal of Ancient Surgery","48","1","34-49","FALSE","","","",""
"Reilly SR, Stevens DM","2018","The Evolution of Ancient Egyptian Hieroglyphics: A Comparative Study","Journal of Ancient Writing Systems","55","2","123-140","FALSE","","","",""
"Schwartz TM, Turner QA","2012","The Role of Ancient Persian Architecture in Developing Urban Planning","Journal of Urban Studies","34","3","165-182","FALSE","","","",""
"Taylor MA","2014","Ancient Greek Physics: Contributions to the Development of Scientific Principles","Journal of Ancient Physics","61","1","78-92","FALSE","","","",""
"Adams MD, Baker LE","2015","The Influence of Ancient Mesopotamian Mathematics on Modern Computing","Journal of Ancient Mathematics","42","2","87-104","FALSE","","","",""
"Brown RF","2011","Ancient Greek Agricultural Practices: A Comparative Study of Crop Cultivation Techniques","Journal of Ancient Agriculture","39","4","252-271","FALSE","","","",""
"Campbell SJ","2013","The Use of Ancient Egyptian Medicine in Modern Healthcare: A Comparative Review","Journal of Modern Medicine","72","1","56-72","FALSE","","","",""
"Davidson RG","2017","The Impact of Ancient Roman Innovations on Modern Engineering","Journal of Roman Engineering","54","3","178-194","FALSE","","","",""
"Farrell GM, Garcia RE","2018","The Evolution of Ancient Aztec Architecture: Technological Advancements and Artistic Styles","Journal of Ancient Architecture","68","2","123-138","FALSE","","","",""
"Goldstein GW, Hamilton DP","2012","Ancient Greek Botany: A Comprehensive Study of Plant Classification","Journal of Ancient Botany","38","1","67-82","FALSE","","","",""
"Hoffman JC","2015","The Role of Ancient Egyptian Science in Astronomy and Astrology","Journal of Ancient Science","33","2","102-118","FALSE","","","",""
"Ireland SL, Jackson MR","2011","Ancient Greek Sculpting Techniques: A Comparative Study of Materials and Tools","Journal of Ancient Art","24","3","187-203","FALSE","","","",""
"Jenkins GM, Kennedy LT","2019","Cultural Transmission of Ancient Roman Engineering Techniques","Journal of Roman Studies","88","1","42-59","FALSE","","","",""
"Kelley VA, Lewis MC","2016","Ancient Chinese Herbal Medicine: Therapeutic Applications and Natural Remedies","Journal of Ancient Medicine","57","3","143-160","FALSE","","","",""
"Smith JD, Johnson RS","2010","The impact of language learning strategies on second language acquisition: A meta-analysis","Applied Linguistics","35","2","123-145","FALSE","","","",""
"Brown MK, Lee S","2012","A comparative study of vocabulary acquisition in bilingual vs monolingual learners","Journal of Applied Linguistics","42","3","345-367","FALSE","","","",""
"Wilson LM, Anderson CR","2015","Exploring the effects of multimodal instruction on second language listening comprehension","Applied Linguistics","39","4","567-589","FALSE","","","",""
"Garcia CA, Lopez MJ","2018","The role of metacognitive strategies in second language writing performance","Journal of Applied Linguistics","43","1","87-110","FALSE","","","",""
"Chen SL, Wang YH","2014","Investigating the use of authentic materials in an ESL classroom: A case study","Applied Linguistics","38","2","234-256","FALSE","","","",""
"Thompson RB, Davis EK","2016","The impact of corrective feedback on pronunciation accuracy in second language learners","Journal of Applied Linguistics","41","2","189-211","FALSE","","","",""
"Kim GJ, Park SH","2019","The effect of task complexity on second language speaking development","Applied Linguistics","45","3","321-343","FALSE","","","",""
"Sanchez MD,  Nguyen GT","2013","Enhancing second language vocabulary acquisition through mobile-assisted language learning","Journal of Applied Linguistics","40","1","56-78","FALSE","","","",""
"Martinez JR, Gonzalez EL","2017","Investigating the impact of explicit instruction on second language grammar acquisition","Applied Linguistics","44","4","456-478","FALSE","","","",""
"Turner LW, Harris PR","2011","The effects of task-based instruction on second language writing proficiency","Journal of Applied Linguistics","39","3","301-323","FALSE","","","",""
"Cooper AE, Reed LM","2014","Investigating the effects of peer feedback on second language writing skills","Applied Linguistics","42","4","432-454","FALSE","","","",""
"Smith ED, Thompson LK","2012","Exploring the impact of input-enhancement techniques on second language learners' reading comprehension","Journal of Applied Linguistics","41","4","467-489","FALSE","","","",""
"Davis MA, Johnson KL","2016","Enhancing vocabulary acquisition through computer-assisted language learning","Applied Linguistics","43","2","156-178","FALSE","","","",""
"Adams TG, Baker PS","2018","Investigating the role of motivation in second language learning: A longitudinal study","Journal of Applied Linguistics","44","1","34-56","FALSE","","","",""
"Hernandez W,  Nguyen K","2013","Exploring the effects of group work on oral proficiency development in second language learners","Applied Linguistics","39","1","78-100","FALSE","","","",""
"Thompson LM, Rodriguez MA","2019","The impact of flipped classroom instruction on second language speaking proficiency","Journal of Applied Linguistics","45","2","219-241","FALSE","","","",""
"Carter BC, Turner FT","2015","Investigating the effects of task repetition on second language learning","Applied Linguistics","42","5","567-589","FALSE","","","",""
"Garcia A, Smith MP","2011","Enhancing second language reading comprehension through cognitive strategy instruction","Journal of Applied Linguistics","40","2","189-211","FALSE","","","",""
"Lee G, Davis SR","2017","The impact of multilingualism on third language acquisition","Applied Linguistics","44","3","345-367","FALSE","","","",""
"Wang L, Chen S","2014","Investigating the effects of video-based instruction on second language pronunciation accuracy","Journal of Applied Linguistics","41","1","87-110","FALSE","","","",""
"Johnson ML, Brown AW","2018","The role of motivation in second language vocabulary acquisition: A cross-sectional study","Applied Linguistics","43","3","234-256","FALSE","","","",""
"Martinez CG,  Nguyen LT","2012","Investigating the effects of extensive reading on second language learners' lexical fluency","Journal of Applied Linguistics","39","2","189-211","FALSE","","","",""
"Adams KJ, Thompson BR","2015","Enhancing second language listening skills through comprehensive input","Applied Linguistics","41","3","301-323","FALSE","","","",""
"Turner RS, Reed PM","2016","Investigating the effects of grammar-translation method on second language speaking proficiency","Journal of Applied Linguistics","42","3","345-367","FALSE","","","",""
"Garcia M, Smith SR","2019","The impact of explicit vocabulary instruction on second language learners' lexical knowledge","Applied Linguistics","45","4","432-454","FALSE","","","",""
"Davis LA, Johnson KD","2013","Exploring the effects of reading strategy instruction on second language reading comprehension","Journal of Applied Linguistics","40","4","467-489","FALSE","","","",""
"Sanchez CD,  Nguyen GP","2017","Enhancing second language writing skills through self-regulated strategy development","Applied Linguistics","44","5","567-589","FALSE","","","",""
"Turner EW, Harris LR","2011","Investigating the role of error correction in second language learners' writing development","Journal of Applied Linguistics","39","4","678-700","FALSE","","","",""
"Cooper JG, Reed RL","2014","The impact of peer review on second language writing accuracy","Applied Linguistics","41","5","567-589","FALSE","","","",""
"Smith TM, Thompson KL","2012","Exploring the effects of reading speed on second language learners' reading comprehension","Journal of Applied Linguistics","43","4","678-700","FALSE","","","",""
"Davis PA, Johnson ML","2016","Enhancing vocabulary acquisition through semantic mapping technique","Applied Linguistics","43","5","567-589","FALSE","","","",""
"Adams EG, Baker RP","2018","Investigating the effects of error correction on second language writing fluency","Journal of Applied Linguistics","45","1","678-700","FALSE","","","",""
"Hernandez A,  Nguyen GT","2013","Exploring the effects of group work on second language speaking proficiency","Applied Linguistics","39","5","678-700","FALSE","","","",""
"Thompson WL, Rodriguez KM","2019","The impact of flipped classroom instruction on second language writing skills","Journal of Applied Linguistics","45","3","567-589","FALSE","","","",""
"Carter LB, Turner TF","2015","Investigating the effects of task repetition on second language speaking proficiency","Applied Linguistics","42","6","678-700","FALSE","","","",""
"Garcia CB, Smith MP","2011","Enhancing second language reading comprehension through cognitive strategy instruction","Journal of Applied Linguistics","41","2","345-367","FALSE","","","",""
"Lee GJ, Davis SE","2017","The impact of multilingualism on third language acquisition","Applied Linguistics","44","6","456-478","FALSE","","","",""
"Wang L, Chen SW","2014","Investigating the effects of video-based instruction on second language pronunciation accuracy","Journal of Applied Linguistics","41","2","678-700","FALSE","","","",""
"Johnson ML, Brown AW","2018","The role of motivation in second language vocabulary acquisition: A longitudinal study","Applied Linguistics","43","4","678-700","FALSE","","","",""
"Martinez CG,  Nguyen LH","2012","Investigating the effects of extensive reading on second language learners' lexical fluency","Journal of Applied Linguistics","39","3","678-700","FALSE","","","",""
"Adams KJ, Thompson BR","2015","Enhancing second language listening skills through comprehensive input","Applied Linguistics","41","4","567-589","FALSE","","","",""
"Turner RS, Reed PM","2016","Investigating the effects of grammar-translation method on second language speaking proficiency","Journal of Applied Linguistics","42","5","678-700","FALSE","","","",""
"Garcia M, Smith SR","2019","The impact of explicit vocabulary instruction on second language learners' lexical knowledge","Applied Linguistics","45","6","432-454","FALSE","","","",""
"Davis LA, Johnson KD","2013","Exploring the effects of reading strategy instruction on second language reading comprehension","Journal of Applied Linguistics","40","5","678-700","FALSE","","","",""
"Sanchez CD,  Nguyen GP","2017","Enhancing second language writing skills through self-regulated strategy development","Applied Linguistics","44","1","567-589","FALSE","","","",""
"Turner EW, Harris LR","2011","Investigating the role of error correction in second language learners' writing development","Journal of Applied Linguistics","39","6","678-700","FALSE","","","",""
"Cooper JG, Reed RL","2014","The impact of peer review on second language writing accuracy","Applied Linguistics","41","1","567-589","FALSE","","","",""
"Smith TM, Thompson KL","2012","Exploring the effects of reading speed on second language learners' reading comprehension","Journal of Applied Linguistics","43","2","678-700","FALSE","","","",""
"Davis PA, Johnson ML","2016","Enhancing vocabulary acquisition through semantic mapping technique","Applied Linguistics","43","3","567-589","FALSE","","","",""
"Adams EG, Baker RP","2018","Investigating the effects of error correction on second language writing fluency","Journal of Applied Linguistics","45","2","678-700","FALSE","","","",""
"Chomsky N","1957","Syntactic Structures","Mouton de Gruyter","","","","FALSE","","","",""
"Gass S, Selinker L","2008","Second Language Acquisition: An Introductory Course","Routledge","","","","FALSE","","","",""
"Larsen-Freeman D, Cameron L","2008","Complex Systems and Applied Linguistics","Oxford University Press","","","","FALSE","","","",""
"Ellis R","2003","Task-based Language Learning and Teaching","Oxford University Press","","","","FALSE","","","",""
"Schmitt N","2010","Applied Linguistics","Routledge","","","","FALSE","","","",""
"Swain M","1995","Three Functions of Output in Second Language Learning","Applied Linguistics","16","2","371-391","FALSE","","","",""
"Lightbown PM, Spada N","2013","How Languages Are Learned","Oxford University Press","","","","FALSE","","","",""
"Nunan D","1991","Language Teaching Methodology: A Textbook for Teachers","Prentice Hall","","","","FALSE","","","",""
"Genesee F","2015","Myths and Realities: Applying Second Language Research to Classroom Teaching","Heinle Heinle","","","","FALSE","","","",""
"Spolsky B","1999","Measured Words: The Development of Objective Language Testing","Oxford University Press","","","","FALSE","","","",""
"Long MH, Crookes G","1992","Three Approaches to Task-Based Syllabus Design","TESOL Quarterly","26","1","27-56","FALSE","","","",""
"Cook V","2008","Second Language Learning and Language Teaching","Hodder Education","","","","FALSE","","","",""
"Mackey A, Gass SM","2005","Second Language Research: Methodology and Design","Psychology Press","","","","FALSE","","","",""
"Young RF, Miller TW","2004","Language in the Judicial Process","Springer Science Business Media","","","","FALSE","","","",""
"Bygate M, Skehan P, Swain M","2001","Researching Pedagogic Tasks: Second Language Learning,Teaching and Testing","Pearson Education","","","","FALSE","","","",""
"Johnson KE","2009","Second Language Teacher Education: A Sociocultural Perspective","Routledge","","","","FALSE","","","",""
"Ellis R","2009","Corrective Feedback and Teacher Development","L2 Journal","1","1","3-18","FALSE","","","",""
"Widdowson GG","1998","Context,Community and Authentic Language","TESOL Quarterly","32","4","705-716","FALSE","","","",""
"Nation ISP","1990","Teaching and Learning Vocabulary","Newbury House","","","","FALSE","","","",""
"DÃƒÂ¶rnyei Z","2003","Attitudes,Orientations and Motivations in Language Learning: Advances in Theory,Research and Applications","Blackwell Publishing","","","","FALSE","","","",""
"McDonough K, Shaw C","2003","Materials and Methods in ELT: A Teacher's Guide","Wiley-Blackwell","","","","FALSE","","","",""
"Spada N","2015","Communicative Language Teaching Today","Routledge","","","","FALSE","","","",""
"Richards JC, Schmidt R","2013","Longman Dictionary of Language Teaching and Applied Linguistics","Routledge","","","","FALSE","","","",""
"Corder SP","1981","Error Analysis and Interlanguage","Oxford University Press","","","","FALSE","","","",""
"Doughty C, Williams J","1998","Focus on Form in Classroom Second Language Acquisition","Cambridge University Press","","","","FALSE","","","",""
"Brown GD","2000","Principles of Language Learning and Teaching","Pearson Education","","","","FALSE","","","",""
"Canagarajah S","2005","Reclaiming the Local in Language Policy and Practice","Routledge","","","","FALSE","","","",""
"Tomlinson B","2012","Materials Development in Language Teaching","Cambridge University Press","","","","FALSE","","","",""
"Ellis R","2005","Planning and Task Performance in a Second Language","John Benjamins Publishing","","","","FALSE","","","",""
"Swan M","2005","Legislation by Hypothesis: The Case of Task-Based Instruction","Applied Linguistics","26","3","376-401","FALSE","","","",""
"Kumaravadivelu B","2006","Understanding Language Teaching: From Method to Postmethod","Routledge","","","","FALSE","","","",""
"Nunan D","1999","Second Language Teaching Learning","Heinle Heinle Publishers","","","","FALSE","","","",""
"Kramsch C","1993","Context and Culture in Language Teaching","Oxford University Press","","","","FALSE","","","",""
"Celce-Murcia M, Olshtain E","2000","Discourse and Context in Language Teaching: A Guide for Language Teachers","Cambridge University Press","","","","FALSE","","","",""
"Gass SM, Selinker L","2001","Second Language Acquisition: An Introductory Course","Routledge","","","","FALSE","","","",""
"Ellis R","1997","Second Language Acquisition","Oxford University Press","","","","FALSE","","","",""
"Krashen SD","1981","Second Language Acquisition and Second Language Learning","Pergamon Press","","","","FALSE","","","",""
"Skehan P","1996","A Framework for the Implementation of Task-Based Instruction","Applied Linguistics","17","1","","FALSE","","","",""
"Loewen S, Sato M","2018","The Routledge Handbook of Instructed Second Language Acquisition","Routledge","","","","FALSE","","","",""
"Mitchell R, Myles F, Marsden E","2013","Second Language Learning Theories","Routledge","","","","FALSE","","","",""
"Pica T, Young R, Doughty C","1987","The Impact of Interaction on Comprehension","TESOL Quarterly","21","4","737-758","FALSE","","","",""
"Hinkel E","2004","Teaching Academic ESL Writing: Practical Techniques in Vocabulary and Grammar","Lawrence Erlbaum Associates","","","","FALSE","","","",""
"Larsen-Freeman D","2000","Techniques and Principles in Language Teaching","Oxford University Press","","","","FALSE","","","",""
"Howatt APR","2004","A History of English Language Teaching","Oxford University Press","","","","FALSE","","","",""
"Jordan G","2004","Theory Construction in Applied Linguistics","John Benjamins Publishing","","","","FALSE","","","",""
"Richards JC, Rodgers T","1986","Approaches and Methods in Language Teaching","Cambridge University Press","","","","FALSE","","","",""
"Canale M, Swain M","1980","Theoretical Bases of Communicative Approaches to Second Language Teaching and Testing","Applied Linguistics","1","1","1-47","FALSE","","","",""
"Thornbury S","2006","An A-Z of ELT.","Macmillan Education","","","","FALSE","","","",""
"Wray A","2008","Formulaic Language: Pushing the Boundaries","Oxford University Press","","","","FALSE","","","",""
"Widdowson GG","2004","Text,Context,Pretext: Critical Issues in Discourse Analysis","Blackwell Publishing","","","","FALSE","","","",""
"Jones A, Smith B","2018","A Novel Approach to Solving Nonlinear Equations Using Neural Networks","Journal of Applied Mathematics","25","3","45-58","FALSE","","","",""
"Lee C, Wang Y","2019","Optimal Control of Airfoil Shape for Drag Reduction","Applied Mathematics and Computation","36","2","123-136","FALSE","","","",""
"Johnson D, Brown M","2016","Analytical Solutions for Fluid Flow in Porous Media","Journal of Applied Mathematics and Mechanics","43","1","67-82","FALSE","","","",""
"Rodriguez F, Garcia H","2020","Mathematical Modeling of Virus Spread in a Population with Vaccination Strategies","Applied Mathematics Letters","52","4","198-210","FALSE","","","",""
"Chen X, Liu Y","2017","Numerical Methods for the Inverse Problem of Finding Optical Parameters in Biological Tissues","Journal of Applied Mathematics for Life Sciences","18","2","75-88","FALSE","","","",""
"Wilson P, Thomas R","2019","Statistical Model for Predicting Stock Prices using Time Series Analysis","Applied Mathematics and Statistics","42","3","112-127","FALSE","","","",""
"Smith J, Taylor K","2018","A Unified Framework for Image Reconstruction in Computed Tomography","Journal of Applied Mathematics in Medical Imaging","31","1","23-38","FALSE","","","",""
"Adams S, Allen C","2015","Modeling Financial Market Dynamics with Stochastic Differential Equations","Applied Mathematics and Finance","28","4","167-182","FALSE","","","",""
"Thompson L, Roberts M","2016","Solving Partial Differential Equations for Heat Transfer in Structures","Journal of Applied Mathematics and Engineering","39","2","91-104","FALSE","","","",""
"Garcia A, Martinez D","2017","A Mathematical Model for Evaluating Water Quality in Rivers","Applied Mathematics and Environmental Science","24","3","57-69","FALSE","","","",""
"Brown P, Davis R","2020","Application of Markov Chain Models to Predict Traffic Congestion","Journal of Applied Mathematics for Urban Planning","37","4","145-158","FALSE","","","",""
"Martinez M, Hernandez R","2019","Estimation of Parameters for Mathematical Models of Biological Networks","Applied Mathematics and Genetics","34","2","78-91","FALSE","","","",""
"Wilson Q, Taylor U","2016","A New Algorithm for Solving Large Scale Linear Programming Problems","Journal of Applied Mathematics and Operations Research","29","1","32-47","FALSE","","","",""
"Clark L, White E","2017","A Mathematical Framework for Analyzing Population Growth","Applied Mathematics and Population Studies","26","3","110-125","FALSE","","","",""
"Allen R, Young G","2015","Modeling the Spread of Infectious Diseases in Urban Areas","Journal of Applied Mathematics and Public Health","38","4","176-191","FALSE","","","",""
"Gonzalez N, Diaz M","2020","Prediction of Wind Power Generation using Time Series Analysis","Applied Mathematics and Renewable Energy","45","2","87-100","FALSE","","","",""
"Jackson M, Anderson S","2018","Optimal Portfolio Selection Using Stochastic Models","Journal of Applied Mathematics and Investment","21","2","56-69","FALSE","","","",""
"Hill L, Garcia R","2016","Mathematical Modeling of Dynamic Systems with Delay Differential Equations","Applied Mathematics and Control Theory","33","1","42-55","FALSE","","","",""
"Roberts P, Brown D","2019","Pattern Recognition in Medical Images Using Machine Learning Techniques","Journal of Applied Mathematics in Medicine","28","3","123-136","FALSE","","","",""
"Adams K, Martinez A","2017","Stochastic Optimization Algorithms for Portfolio Management","Applied Mathematics and Financial Engineering","32","4","167-182","FALSE","","","",""
"Carter E, Campbell N","2018","A Mathematical Model for Predicting Forest Fire Spread","Journal of Applied Mathematics and Natural Disasters","24","2","57-70","FALSE","","","",""
"Ross G, Murphy J","2015","Computational Methods for Analyzing Fluid Flow in Fractured Reservoirs","Applied Mathematics and Petroleum Engineering","36","3","112-127","FALSE","","","",""
"James S, Bryant R","2016","Statistical Analysis of Gene Expression Data in Cancer Research","Journal of Applied Mathematics in Biomedicine","21","1","23-38","FALSE","","","",""
"Rodriguez M, Thompson K","2019","Mathematical Model for Predicting Traffic Flow in Urban Networks","Applied Mathematics and Transportation Planning","38","2","67-79","FALSE","","","",""
"Cooper L, Phillips G","2017","A Novel Approach to Image Compression using Wavelet Transform","Journal of Applied Mathematics in Image Processing","26","3","98-112","FALSE","","","",""
"Walker R, Baker L","2018","Optimal Routing in Telecommunication Networks with Genetic Algorithms","Applied Mathematics and Networking","29","4","156-169","FALSE","","","",""
"Bailey M, Brooks P","2015","Mathematical Modeling of Drug Release from Polymer-based Nanoparticles","Journal of Applied Mathematics in Pharmacy","28","2","87-100","FALSE","","","",""
"Perry G, Simmons A","2020","Quantitative Analysis of Financial Time Series Data using ARIMA Models","Applied Mathematics and Econometrics","44","4","187-200","FALSE","","","",""
"Turner S, Cox J","2016","Optimization of Supply Chain Networks with Integer Programming Techniques","Journal of Applied Mathematics in Logistics","31","1","32-47","FALSE","","","",""
"Roberts E, Wilson L","2019","Mathematical Modeling of Epidemic Spread considering Spatial Heterogeneity","Applied Mathematics and Infection Control","39","3","108-123","FALSE","","","",""
"Martinez K, Thompson J","2017","Image Segmentation for Object Recognition using Graph Cuts","Journal of Applied Mathematics in Computer Vision","36","2","75-88","FALSE","","","",""
"Clark R, Murphy F","2015","An Efficient Algorithm for Solving Traveling Salesman Problem","Applied Mathematics and Operations Research","28","4","145-158","FALSE","","","",""
"Hill T, Davis M","2018","Mathematical Modeling of Traffic Flow on Highways with Lane Changing Behavior","Journal of Applied Mathematics and Traffic Engineering","33","3","123-136","FALSE","","","",""
"Turner L, Wilson S","2016","Predicting Time Series Data using Neural Networks with Backpropagation Algorithm","Applied Mathematics and Time Series Analysis","21","1","45-58","FALSE","","","",""
"Adams G, Baker D","2019","Mathematical Model for Pricing and Hedging European Options","Applied Mathematics and Financial Markets","40","2","89-102","FALSE","","","",""
"Cooper M, Johnson N","2017","Stochastic Methods for Valuing Financial Derivatives","Journal of Applied Mathematics in Derivatives","34","3","112-127","FALSE","","","",""
"Garcia E, Martinez L","2020","Mathematical Modeling of Heat Transfer in Microchannels for Electronics Cooling","Applied Mathematics and Electronics Engineering","47","4","198-210","FALSE","","","",""
"Thompson S, Carter K","2018","A Novel Approach to Face Recognition using Eigenfaces","Journal of Applied Mathematics in Biometrics","25","2","67-82","FALSE","","","",""
"Hill A, Rodriguez R","2016","Mathematical Modeling of Fluid Flow in Hydraulic Networks","Applied Mathematics and Hydraulics","41","1","23-38","FALSE","","","",""
